cveId,assignerShortName,dateReserved,datePublished,dateUpdated,"version",baseSeverity,baseScore,vectorString
2023-0155,GitLab,2023-01-10T00:00:00,2023-05-03T00:00:00,2023-05-04T00:00:00,>=15.7,MEDIUM,5.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:N/I:L/A:L
2023-0156,WPScan,2023-01-10T12:05:57.391Z,2023-04-10T13:17:59.914Z,2023-04-10T13:17:59.914Z,0,,,
2023-0157,WPScan,2023-01-10T12:06:05.147Z,2023-04-10T13:18:06.543Z,2023-04-10T13:18:06.543Z,0,,,
2023-0158,NLnet,2023-01-10T00:00:00,2023-01-17T00:00:00,2023-01-17T00:00:00,unspecified,,,
2023-0159,WPScan,2023-01-10T16:01:44.637Z,2023-02-13T14:32:03.338Z,2023-12-05T18:52:00.611Z,0,,,
2023-0160,redhat,2023-01-10T16:03:54.488Z,2023-07-18T16:08:23.653Z,2023-07-18T16:08:23.653Z,3.1,MEDIUM,4.7,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:N/I:N/A:H
2023-0161,cloudflare,2023-01-10T00:00:00,,2023-01-11T00:00:00,,,,
2023-0162,Wordfence,2023-01-10T17:14:41.169Z,2023-01-10T17:14:45.568Z,2023-01-10T17:14:45.568Z,*,MEDIUM,5.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:L/A:N
,,,,,,,,
2023-0164,Fluid,2023-01-10T00:00:00,2023-01-18T00:00:00,2023-01-18T00:00:00,2.0.11,,,
2023-0165,WPScan,2023-01-11T02:43:58.082Z,2023-03-06T13:34:00.378Z,2023-03-06T13:34:00.378Z,0,,,
2023-0166,WPScan,2023-01-11T03:08:33.277Z,2023-02-13T14:32:20.615Z,2023-02-13T14:32:20.615Z,0,,,
2023-0167,WPScan,2023-01-11T03:09:01.462Z,2023-03-20T15:52:17.698Z,2023-03-20T15:52:17.698Z,0,,,
2023-0168,WPScan,2023-01-11T03:09:09.086Z,2023-02-27T15:24:33.172Z,2023-02-27T15:24:33.172Z,0,,,
2023-0169,WPScan,2023-01-11T03:09:16.304Z,2023-02-13T14:32:11.933Z,2023-02-13T14:32:11.933Z,0,,,
2023-0170,WPScan,2023-01-11T03:09:24.504Z,2023-02-06T19:59:34.552Z,2023-02-06T19:59:34.552Z,0,,,
2023-0171,WPScan,2023-01-11T03:09:32.224Z,2023-02-06T19:59:42.127Z,2023-02-06T19:59:42.127Z,0,,,
2023-0172,WPScan,2023-01-11T03:09:39.011Z,2023-03-13T16:03:33.143Z,2023-03-13T16:03:33.143Z,0,,,
2023-0173,WPScan,2023-01-11T03:09:47.905Z,2023-02-06T19:59:32.104Z,2023-02-06T19:59:32.104Z,0,,,
2023-0174,WPScan,2023-01-11T03:09:59.832Z,2023-02-06T19:59:14.952Z,2023-02-06T19:59:14.952Z,0,,,
2023-0175,WPScan,2023-01-11T03:10:08.480Z,2023-03-20T15:52:09.113Z,2023-03-20T15:52:09.113Z,0,,,
2023-0176,WPScan,2023-01-11T03:10:16.372Z,2023-02-06T19:59:46.410Z,2023-02-06T19:59:46.410Z,0,,,
2023-0177,WPScan,2023-01-11T03:10:26.036Z,2023-02-13T14:32:32.510Z,2023-02-13T14:32:32.510Z,0,,,
2023-0178,WPScan,2023-01-11T03:10:34.938Z,2023-02-06T19:59:08.721Z,2023-02-06T19:59:08.721Z,0,,,
2023-0179,redhat,2023-01-11T00:00:00,2023-03-27T00:00:00,2023-05-11T00:00:00,unknown,,,
2023-0180,nvidia,2023-01-11T05:48:38.161Z,2023-04-01T04:28:11.482Z,2023-04-01T04:28:11.482Z,All,HIGH,7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H
2023-0181,nvidia,2023-01-11T05:48:39.438Z,2023-04-01T04:30:27.930Z,2023-04-01T04:30:27.930Z,All,HIGH,7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H
2023-0182,nvidia,2023-01-11T05:48:40.254Z,2023-04-01T04:31:21.730Z,2023-04-01T04:31:21.730Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-0183,nvidia,2023-01-11T05:48:41.145Z,2023-04-01T04:34:10.313Z,2023-04-01T04:34:10.313Z,All,HIGH,7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H
2023-0184,nvidia,2023-01-11T05:48:41.769Z,2023-04-22T02:18:16.993Z,2023-04-22T02:18:16.993Z,All,HIGH,8.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
2023-0185,nvidia,2023-01-11T05:48:42.372Z,2023-04-01T04:38:58.626Z,2023-04-01T04:38:58.626Z,All,MEDIUM,6.7,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:H
2023-0186,nvidia,2023-01-11T05:48:43.040Z,2023-04-01T04:41:14.602Z,2023-04-01T04:41:14.602Z,All,MEDIUM,6.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:H
2023-0187,nvidia,2023-01-11T05:48:43.753Z,2023-04-01T04:44:23.877Z,2023-04-01T04:44:23.877Z,All,MEDIUM,6.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:H
2023-0188,nvidia,2023-01-11T05:48:44.434Z,2023-04-01T04:45:45.241Z,2023-04-01T04:45:45.241Z,All,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H
2023-0189,nvidia,2023-01-11T05:48:45.167Z,2023-04-01T04:49:11.470Z,2023-04-01T04:49:11.470Z,All,HIGH,8.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
2023-0190,nvidia,2023-01-11T05:48:45.857Z,2023-04-22T02:19:06.133Z,2023-04-22T02:19:06.133Z,All,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H
2023-0191,nvidia,2023-01-11T05:48:46.459Z,2023-04-01T04:51:09.537Z,2023-04-01T04:51:09.537Z,All,HIGH,7.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:H
2023-0192,nvidia,2023-01-11T05:48:47.032Z,2023-04-01T04:52:15.595Z,2023-04-01T04:52:15.595Z,All,MEDIUM,4.7,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:L
2023-0193,nvidia,2023-01-11T05:48:47.581Z,2023-03-02T01:19:51.597Z,2023-03-10T20:04:40.537099Z,All,MEDIUM,4.4,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:N/A:L
2023-0194,nvidia,2023-01-11T05:48:48.155Z,2023-04-01T04:53:48.218Z,2023-04-01T04:53:48.218Z,All,LOW,2,CVSS:3.1/AV:P/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L
2023-0195,nvidia,2023-01-11T05:48:48.742Z,2023-04-01T04:55:08.956Z,2023-04-01T04:55:08.956Z,All,LOW,2,CVSS:3.1/AV:P/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L
2023-0196,nvidia,2023-01-11T05:48:49.479Z,2023-03-02T01:23:31.384Z,2023-03-02T01:23:31.384Z,All,LOW,3.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:L
2023-0197,nvidia,2023-01-11T05:48:49.973Z,2023-04-01T04:55:48.959Z,2023-04-01T04:55:48.959Z,All,MEDIUM,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H
2023-0198,nvidia,2023-01-11T05:48:50.578Z,2023-04-01T04:56:27.051Z,2023-04-01T04:56:27.051Z,All,MEDIUM,6.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H
2023-0199,nvidia,2023-01-11T05:48:51.162Z,2023-04-22T02:19:48.182Z,2023-04-22T02:19:48.182Z,All,MEDIUM,6.1,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:H
2023-0200,nvidia,2023-01-11T05:48:51.778Z,2023-04-22T02:21:13.210Z,2023-04-22T02:21:13.210Z,All,HIGH,7.5,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H
2023-0201,nvidia,2023-01-11T05:48:52.373Z,2023-04-22T02:22:51.372Z,2023-04-22T02:22:51.372Z,All,MEDIUM,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
2023-0202,nvidia,2023-01-11T05:48:52.996Z,2023-04-22T02:23:32.519Z,2023-04-22T02:23:32.519Z,All,HIGH,7.5,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H
2023-0203,nvidia,2023-01-11T05:48:53.613Z,2023-04-22T02:24:15.822Z,2023-04-22T02:24:15.822Z,All,MEDIUM,5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:N/A:L
2023-0204,nvidia,2023-01-11T05:48:54.210Z,2023-04-22T02:24:54.842Z,2023-04-22T02:24:54.842Z,All,MEDIUM,6.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:N/I:N/A:H
2023-0205,nvidia,2023-01-11T05:48:54.895Z,2023-04-22T02:26:35.234Z,2023-04-22T02:26:35.234Z,All,MEDIUM,5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:N/A:L
2023-0206,nvidia,2023-01-11T05:48:55.709Z,2023-04-22T02:27:25.553Z,2023-04-22T02:27:25.553Z,All,HIGH,7.5,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H
2023-0207,nvidia,2023-01-11T05:48:56.380Z,2023-04-22T02:28:08.389Z,2023-04-22T02:28:08.389Z,All,HIGH,7.5,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:H/I:H/A:H
2023-0208,nvidia,2023-01-11T05:48:56.988Z,2023-04-01T03:23:19.574Z,2023-04-01T03:23:19.574Z,All,HIGH,8.4,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:N/I:H/A:H
2023-0209,nvidia,2023-01-11T05:48:57.649Z,2023-04-22T02:28:54.450Z,2023-04-22T02:28:54.450Z,All,HIGH,8.2,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
2023-0210,redhat,2023-01-11T00:00:00,2023-03-27T00:00:00,2023-07-23T00:00:00,Kernel,,,
,,,,,,,,
2023-0212,WPScan,2023-01-11T08:13:20.252Z,2023-03-06T13:34:03.634Z,2023-03-06T13:34:03.634Z,0,,,
2023-0213,M-Files,2023-01-11T09:26:15.276Z,2023-03-29T10:22:45.724Z,2023-03-29T10:22:45.724Z,0,HIGH,8.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
2023-0214,trellix,2023-01-11T11:16:42.326Z,2023-01-18T10:49:16.055Z,2023-01-18T10:49:16.055Z,11.x,MEDIUM,6.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N
2023-0215,openssl,2023-01-11T11:59:16.647Z,2023-02-08T19:03:28.691Z,2023-02-24T14:43:53.180Z,3.0.0,,,
2023-0216,openssl,2023-01-11T12:01:06.675Z,2023-02-08T19:03:05.652Z,2023-02-24T14:44:35.753Z,3.0.0,,,
2023-0217,openssl,2023-01-11T12:02:46.441Z,2023-02-08T19:02:48.524Z,2023-02-24T14:44:48.097Z,3.0.0,,,
,,,,,,,,
2023-0219,WPScan,2023-01-11T12:20:09.137Z,2023-03-13T16:03:36.376Z,2023-03-13T16:03:36.376Z,0,,,
2023-0220,WPScan,2023-01-11T15:31:54.840Z,2023-02-13T14:32:08.000Z,2023-02-13T14:32:08.000Z,0,,,
2023-0221,trellix,2023-01-11T16:20:24.280Z,2023-01-13T15:19:03.662Z,2023-01-13T15:19:03.662Z,8.x,MEDIUM,4.4,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:N/I:N/A:H
,,,,,,,,
2023-0223,GitLab,2023-01-11T00:00:00,2023-03-09T00:00:00,2023-03-09T00:00:00,>=15.5,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N
2023-0224,WPScan,2023-01-11T20:53:58.072Z,2024-01-16T15:54:45.597Z,2024-01-16T15:54:45.597Z,0,,,
2023-0225,redhat,2023-01-11T00:00:00,2023-04-03T00:00:00,2023-09-17T08:06:22.916445,samba,,,
,,,,,,,,
2023-0227,@huntrdev,2023-01-12T00:00:00,2023-01-12T00:00:00,2023-01-12T00:00:00,unspecified,HIGH,8.3,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:H
2023-0228,ABB,2023-01-12T05:50:16.315Z,2023-03-02T01:44:01.106Z,2023-03-02T12:14:53.597Z,2.x,HIGH,8.8,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-0229,redhat,2023-01-12T00:00:00,2023-01-25T00:00:00,2023-01-25T00:00:00,openshift/apiserver-library-go,,,
2023-0230,WPScan,2023-01-12T09:21:38.298Z,2023-02-27T15:24:26.720Z,2023-02-27T15:24:26.720Z,0,,,
2023-0231,WPScan,2023-01-12T10:30:58.129Z,2023-02-21T08:50:38.876Z,2023-02-21T08:50:38.876Z,0,,,
2023-0232,WPScan,2023-01-12T10:31:18.880Z,2023-02-21T08:51:02.165Z,2023-02-21T08:51:02.165Z,0,,,
2023-0233,WPScan,2023-01-12T10:52:52.584Z,2023-05-15T12:15:47.088Z,2023-05-15T12:15:47.088Z,0,,,
2023-0234,WPScan,2023-01-12T11:39:38.857Z,2023-02-06T19:59:32.911Z,2023-02-06T19:59:32.911Z,0,,,
2023-0235,cloudflare,2023-01-12T00:00:00,,2023-01-13T00:00:00,,,,
2023-0236,WPScan,2023-01-12T11:40:16.049Z,2023-02-06T19:59:21.460Z,2023-02-06T19:59:21.460Z,0,,,
2023-0237,cloudflare,2023-01-12T00:00:00,,2023-01-13T00:00:00,,,,
2023-0238,cloudflare,2023-01-12T11:58:45.802Z,2023-08-29T14:56:50.791Z,2023-08-29T14:56:50.791Z,0,LOW,3.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:L/I:L/A:N
,,,,,,,,
2023-0240,Google,2023-01-12T13:04:00.937Z,2023-01-30T13:17:09.182Z,2023-01-30T13:17:09.182Z,5.10,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
2023-0241,redhat,2023-01-12T00:00:00,2023-03-27T00:00:00,2023-03-27T00:00:00,pgadmin,,,
2023-0242,rapid7,2023-01-12T13:35:35.391Z,2023-01-18T20:57:30.570Z,2023-01-18T20:57:30.570Z,0,,,
2023-0243,VulDB,2023-01-12T14:45:35.047Z,2023-01-12T14:46:36.016Z,2023-10-20T18:08:03.433Z,2.0.6,MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-0244,VulDB,2023-01-12T14:49:15.537Z,2023-01-12T14:49:40.968Z,2023-10-20T18:09:16.671Z,2.0.6,MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-0245,VulDB,2023-01-12T14:51:54.408Z,2023-01-12T14:52:10.601Z,2023-10-20T18:10:29.954Z,n/a,MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-0246,VulDB,2023-01-12T14:56:14.214Z,2023-01-12T14:57:07.023Z,2023-10-20T18:11:43.142Z,P8.21120101,LOW,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N
2023-0247,@huntrdev,2023-01-12T00:00:00,2023-01-12T00:00:00,2023-01-12T00:00:00,unspecified,HIGH,7.8,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
2023-0248,jci,2023-01-12T15:26:20.842Z,2023-12-14T20:57:33.625Z,2023-12-15T21:16:03.463Z,0,HIGH,7.5,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:C/C:L/I:H/A:L
2023-0249,icscert,2023-01-12T15:55:25.434Z,2023-02-08T22:43:50.324Z,2023-02-08T22:43:50.324Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
2023-0250,icscert,2023-01-12T15:56:08.588Z,2023-02-08T22:45:50.148Z,2023-02-08T22:45:50.148Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
2023-0251,icscert,2023-01-12T15:56:44.368Z,2023-02-08T22:47:40.716Z,2023-02-08T22:47:40.716Z,All,HIGH,7.8,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
2023-0252,WPScan,2023-01-12T17:17:33.196Z,2023-02-06T19:59:49.263Z,2023-02-06T19:59:49.263Z,0,,,
2023-0253,Wordfence,2023-01-12T17:24:16.154Z,2023-02-02T14:38:56.927Z,2023-02-02T14:38:56.927Z,*,MEDIUM,6.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:L/I:L/A:N
2023-0254,Wordfence,2023-01-12T17:29:57.434Z,2023-01-12T17:34:26.499Z,2023-01-12T17:34:26.499Z,*,HIGH,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
2023-0255,WPScan,2023-01-12T18:47:10.529Z,2023-02-13T14:32:21.404Z,2023-02-13T14:32:21.404Z,0,,,
2023-0256,VulDB,2023-01-12T21:02:25.399Z,2023-01-12T21:03:04.018Z,2023-10-20T18:12:56.310Z,2.0,MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-0257,VulDB,2023-01-12T21:09:17.469Z,2023-01-12T21:09:33.279Z,2023-10-20T18:14:09.484Z,2.0,MEDIUM,4.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L
2023-0258,VulDB,2023-01-12T21:19:16.961Z,2023-01-12T21:20:59.100Z,2023-10-20T18:15:22.676Z,2.0,LOW,2.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:N/I:L/A:N
2023-0259,WPScan,2023-01-12T22:01:05.916Z,2023-02-13T14:32:19.847Z,2023-02-13T14:32:19.847Z,0,,,
2023-0260,WPScan,2023-01-12T22:01:11.826Z,2023-02-13T14:32:12.713Z,2023-02-13T14:32:12.713Z,0,,,
2023-0261,WPScan,2023-01-12T22:01:40.795Z,2023-02-13T14:32:10.388Z,2023-02-13T14:32:10.388Z,0,,,
2023-0262,WPScan,2023-01-12T22:01:51.762Z,2023-02-13T14:32:28.589Z,2023-02-13T14:32:28.589Z,0,,,
2023-0263,WPScan,2023-01-12T22:02:02.392Z,2023-02-13T14:32:17.532Z,2023-02-13T14:32:17.532Z,0,,,
2023-0264,redhat,2023-01-12T23:10:37.812Z,2023-08-04T17:09:27.693Z,2023-08-04T17:09:27.693Z,18.0.6,,,
2023-0265,Fluid,2023-01-12T00:00:00,2023-04-04T00:00:00,2023-04-04T00:00:00,1.1.1,,,
2023-0266,Google,2023-01-13T07:58:13.390Z,2023-01-30T13:09:32.141Z,2023-05-03T13:06:15,4.14,HIGH,7.9,CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:C/C:L/I:H/A:H
2023-0267,WPScan,2023-01-13T08:57:45.993Z,2023-05-08T13:58:02.805Z,2023-05-08T13:58:02.805Z,0,,,
2023-0268,WPScan,2023-01-13T08:57:55.820Z,2023-05-08T13:58:25.619Z,2023-05-08T13:58:25.619Z,0,,,
2023-0269,WPScan,2023-01-13T00:00:00,,2023-01-17T00:00:00,,,,
2023-0270,WPScan,2023-01-13T08:58:19.071Z,2023-02-13T14:32:02.489Z,2023-02-13T14:32:02.489Z,0,,,
2023-0271,WPScan,2023-01-13T08:58:27.335Z,2023-02-21T08:50:36.488Z,2023-02-21T08:50:36.488Z,0,,,
2023-0272,WPScan,2023-01-13T08:58:33.827Z,2023-03-27T15:37:41.482Z,2023-03-27T15:37:41.482Z,0,,,
2023-0273,WPScan,2023-01-13T08:58:41.728Z,2023-03-20T15:52:21.047Z,2023-03-20T15:52:21.047Z,0,,,
2023-0274,WPScan,2023-01-13T08:58:49.428Z,2023-08-16T11:03:26.919Z,2023-08-16T11:03:26.919Z,0,,,
2023-0275,WPScan,2023-01-13T08:58:57.776Z,2023-02-13T14:32:18.294Z,2023-02-13T14:32:18.294Z,0,,,
2023-0276,WPScan,2023-01-13T08:59:08.924Z,2023-04-24T18:30:53.152Z,2023-04-24T18:30:53.152Z,0,,,
2023-0277,WPScan,2023-01-13T08:59:18.116Z,2023-04-17T12:17:40.775Z,2023-04-17T12:17:40.775Z,0,,,
2023-0278,WPScan,2023-01-13T08:59:25.878Z,2023-02-27T15:24:40.738Z,2023-02-27T15:24:40.738Z,0,,,
2023-0279,WPScan,2023-01-13T08:59:30.318Z,2023-02-27T15:24:39.076Z,2023-02-27T15:24:39.076Z,0,,,
2023-0280,WPScan,2023-01-13T09:00:48.459Z,2023-05-08T13:58:17.650Z,2023-05-08T13:58:17.650Z,0,,,
2023-0281,VulDB,2023-01-13T09:17:35.860Z,2023-01-13T09:18:27.640Z,2023-10-20T18:16:35.846Z,n/a,MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-0282,WPScan,2023-01-13T09:18:37.848Z,2023-02-06T19:59:24.802Z,2023-02-06T19:59:24.802Z,0,,,
2023-0283,VulDB,2023-01-13T09:19:36.713Z,2023-01-13T09:20:41.172Z,2023-10-20T18:17:48.981Z,n/a,MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-0284,Tribe29,2023-01-13T09:42:39.643Z,2023-01-24T12:03:57.774Z,2023-01-24T12:03:57.774Z,2.0.0,MEDIUM,6.8,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:H/A:H
2023-0285,WPScan,2023-01-13T10:17:26.382Z,2023-02-21T08:50:42.950Z,2023-02-21T08:50:42.950Z,0,,,
2023-0286,openssl,2023-01-13T10:40:41.259Z,2023-02-08T19:01:50.514Z,2023-03-27T18:25:32.958867Z,3.0.0,,,
2023-0287,VulDB,2023-01-13T12:40:06.073Z,2023-01-13T12:40:49.004Z,2023-10-20T18:19:02.411Z,n/a,LOW,3.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:N/I:L/A:N
2023-0288,@huntrdev,2023-01-13T00:00:00,2023-01-13T00:00:00,2023-03-28T00:00:00,unspecified,HIGH,7.3,CVSS:3.0/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
2023-0289,@huntrdev,2023-01-13T00:00:00,2023-01-13T00:00:00,2023-01-13T00:00:00,unspecified,HIGH,7.6,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:L/A:L
2023-0290,rapid7,2023-01-13T15:10:30.966Z,2023-01-18T21:10:42.929Z,2023-01-18T21:10:42.929Z,0,,,
2023-0291,Wordfence,2023-01-13T16:54:28.658Z,2023-06-09T05:33:19.875Z,2023-06-09T05:33:19.875Z,*,HIGH,7.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:L/A:L
2023-0292,Wordfence,2023-01-13T16:56:22.667Z,2023-06-09T05:33:32.758Z,2023-06-09T05:33:32.758Z,*,MEDIUM,5.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:L
2023-0293,Wordfence,2023-01-13T19:44:42.271Z,2023-01-13T19:44:45.861Z,2023-01-13T19:44:45.861Z,*,MEDIUM,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N
2023-0294,Wordfence,2023-01-13T19:46:10.874Z,2023-01-13T19:46:14.739Z,2023-01-13T19:46:14.739Z,*,HIGH,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
2023-0295,Wordfence,2023-01-13T19:54:30.477Z,2023-01-13T19:54:33.692Z,2023-01-13T19:54:33.692Z,*,MEDIUM,5.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:L/I:L/A:N
2023-0296,redhat,2023-01-13T00:00:00,2023-01-17T00:00:00,2023-01-17T00:00:00,OpenShift,,,
2023-0297,@huntrdev,2023-01-14T00:00:00,2023-01-14T00:00:00,2023-06-15T00:00:00,unspecified,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
2023-0298,@huntrdev,2023-01-14T00:00:00,2023-01-14T00:00:00,2023-03-02T00:00:00,unspecified,MEDIUM,6.5,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N
2023-0299,@huntrdev,2023-01-14T00:00:00,2023-01-14T00:00:00,2023-01-14T00:00:00,unspecified,HIGH,8.4,CVSS:3.0/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
2023-0300,@huntrdev,2023-01-14T00:00:00,2023-01-14T00:00:00,2023-01-14T00:00:00,unspecified,LOW,3.5,CVSS:3.0/AV:N/AC:L/PR:H/UI:R/S:U/C:L/I:L/A:N
2023-0301,@huntrdev,2023-01-14T00:00:00,2023-01-14T00:00:00,2023-01-14T00:00:00,unspecified,MEDIUM,4.3,CVSS:3.0/AV:N/AC:L/PR:H/UI:R/S:U/C:L/I:L/A:L
2023-0302,@huntrdev,2023-01-15T00:00:00,2023-01-15T00:00:00,2023-01-15T00:00:00,unspecified,HIGH,8.6,CVSS:3.0/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
2023-0303,VulDB,2023-01-15T09:01:20.491Z,2023-01-15T11:58:03.447Z,2023-10-20T18:20:15.656Z,n/a,MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-0304,VulDB,2023-01-15T09:01:30.502Z,2023-01-15T11:58:04.380Z,2023-10-20T18:21:28.918Z,n/a,MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-0305,VulDB,2023-01-15T09:01:37.225Z,2023-01-15T11:58:05.307Z,2023-10-20T18:22:42.098Z,n/a,MEDIUM,6.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L
2023-0306,@huntrdev,2023-01-15T00:00:00,2023-01-15T00:00:00,2023-01-15T00:00:00,unspecified,CRITICAL,9.1,CVSS:3.0/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
2023-0307,@huntrdev,2023-01-15T00:00:00,2023-01-15T00:00:00,2023-01-15T00:00:00,unspecified,MEDIUM,5.7,CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N
2023-0308,@huntrdev,2023-01-15T00:00:00,2023-01-15T00:00:00,2023-01-15T00:00:00,unspecified,HIGH,7.6,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:H
